bedrijf,domein,domein_bron,functie,is_cs,datum,plaats,aantal_vacatures,al_in_pool,vacature_url,zoekterm,scanstatus,platform,producten,markten,cs_tools,review_tools,webshop,b2b,winkeltaal,dienstverlener,kvk,postcode,telefoon,reviewaantal
Van Leersum Dranken,vanleersumdranken.nl,geraden en bevestigd,Magazijnmedewerker in Den Haag,,2026-05-26,Den Haag,2,nee,https://nl.linkedin.com/jobs/view/magazijnmedewerker-in-den-haag-at-van-leersum-dranken-4419197455,magazijnmedewerker webshop,ok,woocommerce,,,,,ja,ja,2,,,2491 DK,+0703550693,
Van Meer,vanmeer.nl,geraden en bevestigd,Condition Monitoring Specialist,,2026-09-22,Tholen,1,nee,https://nl.linkedin.com/jobs/view/condition-monitoring-specialist-at-van-meer-4470285229,retourverwerking,ok,,,3,,,,,0,,,4691SV,,
Van Rooijen Logistiek,vanrooijen.nl,geraden en bevestigd,Teamleider Warehouse,,2026-09-08,Eindhoven,1,nee,https://nl.linkedin.com/jobs/view/teamleider-warehouse-at-van-rooijen-logistiek-4464450921,voorraadbeheer webshop,ok,,,3,,,,,0,,,5651 GG,+31402628181,
Van Schie,vanschie.nl,geraden en bevestigd,MEEWERKEND VOORMAN MILIEU/(R-)DLP’ER,,2025-04-04,Mijdrecht,1,nee,https://nl.linkedin.com/jobs/view/meewerkend-voorman-milieu-r-dlp%E2%80%99er-at-van-schie-groep-4199493178,retourverwerking,ok,,,,whatsapp,,,,1,,,2394 CG,+31713419090,
Van Werven,vanwerven.nl,geraden en bevestigd,Operationeel manager Afvalinzameling &amp; Recycling,,2026-07-01,Oldebroek,1,nee,https://nl.linkedin.com/jobs/view/operationeel-manager-afvalinzameling-recycling-at-van-werven-infra-recycling-4435580480,retourverwerking,ok,,,,,,,,2,,,8096 CB,0525-631441,
Van Werven Plastic Recycling,recyclingplastics.eu,geraden en bevestigd,Monteur technische dienst,,2026-09-14,Biddinghuizen,1,nee,https://nl.linkedin.com/jobs/view/monteur-technische-dienst-at-van-werven-plastic-recycling-4467094162,retourverwerking,ok,,,,,,,,0,,,8256 PB,+31321330508,
Van Wijk Nederland,vanwijk.nl,geraden en bevestigd,Teamleider Magazijn,,2026-09-17,Lelystad,1,nee,https://nl.linkedin.com/jobs/view/teamleider-magazijn-at-van-wijk-nederland-4458607995,voorraadbeheer webshop,ok,,,,,,,,0,,,1511 HV,,
Van Wijnen,vanwijnen.nl,geraden en bevestigd,Open Sollicitatie Van Wijnen Utrecht,,2026-09-11,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/open-sollicitatie-van-wijnen-utrecht-at-van-wijnen-4427787042,retourverwerking,ok,,,,,,,,0,,,1112 XN,,
Vandemoortele,vandemoortele.be,geraden en bevestigd,Customer Care Agent Retail,ja,2026-09-21,"Gent, Vlaanderen, België",2,nee,https://be.linkedin.com/jobs/view/customer-care-agent-retail-at-vandemoortele-4469872194,klantenservice medewerker,ok,,,2,,,,,0,,,,,
Vanquish Yachts,vanquish-yachts.com,geraden en bevestigd,Informatiemanager,,2026-06-17,Marknesse,1,nee,https://nl.linkedin.com/jobs/view/informatiemanager-at-vanquish-yachts-4429979944,voorraadbeheer webshop,ok,,,,hubspot,,,,0,,27108436,8316 GB,,
vanRijsingengreen,vanrijsingengreen.com,geraden en bevestigd,Aankomend Allround Operator,,2026-09-11,Helmond,1,nee,https://nl.linkedin.com/jobs/view/aankomend-allround-operator-at-vanrijsingengreen-4466089007,retourverwerking,ok,,,2,,,,,0,,,5704 RG,+31 492 530400,
VAROPreem,varopreem.com,geraden en bevestigd,Terminal Operator,,2026-07-14,Geertruidenberg,1,nee,https://nl.linkedin.com/jobs/view/terminal-operator-at-varopreem-4440556581,retourverwerking,ok,,,,,,,,0,,,3072 AP,,
VCM Medical,vcmmedical.eu,geraden en bevestigd,ICT/Service technicus Medisch,,2026-09-13,Leusden,1,nee,,webcare,ok,woocommerce,,,,,ja,ja,1,,,3833GN,,
VDH Company,vdhcompany.nl,geraden en bevestigd,Financieel administratief medewerker logistiek,,2026-09-18,Ridderkerk,1,nee,https://nl.linkedin.com/jobs/view/financieel-administratief-medewerker-logistiek-at-vdh-company-4467860381,voorraadbeheer webshop,ok,,,,,,,,0,,,3247 CP,,
VDL Industrial Products B.V.,vdlindustrialproducts.com,geraden en bevestigd,Logistiek Medewerker,,2026-09-02,Eersel,1,nee,https://nl.linkedin.com/jobs/view/logistiek-medewerker-at-vdl-industrial-products-b-v-4442744931,e-fulfilment medewerker,ok,,,4,,,,,0,,,5521 DJ,+31 (0)40 - 292 55,
VDL Laktechniek B.V.,vdllaktechniek.nl,geraden en bevestigd,Logistiek Medewerker.,,2026-09-16,Eindhoven,1,nee,https://nl.linkedin.com/jobs/view/logistiek-medewerker-at-vdl-laktechniek-b-v-4458792722,e-fulfilment medewerker,ok,,,,,,,,1,,,5652 AV,+31 (0)40 250 19 0,
VDL Nederland B.V.,vdl.com,geraden en bevestigd,Productowner Netwerk Operations,,2026-09-09,Eindhoven,1,nee,https://nl.linkedin.com/jobs/view/productowner-netwerk-operations-at-vdl-nederland-4456186852,voorraadbeheer webshop,ok,,,,,,,,0,api[- ]documen,,,218-506-3200,
Velde,velde.nl,geraden en bevestigd,Algemeen directeur,,2026-09-22,Leeuwarden,1,nee,https://nl.linkedin.com/jobs/view/algemeen-directeur-at-velde-4470402301,retourverwerking,ok,,,6,,,,,0,onze dienstver,17124761,5216 TZ,+31886070100,
Veolia | Nederland,veolia.nl,geraden en bevestigd,Werktuigkundig operator,,2026-07-21,Joure,2,nee,https://nl.linkedin.com/jobs/view/werktuigkundig-operator-at-veolia-netherlands-4440454012,retourverwerking,ok,,,2,,,,,0,,,1119 PA,,
Verder Liquids,verderliquids.com,geraden en bevestigd,Anvast - Junior Asset Manager (&amp; Sustainability Lead),,2026-09-11,Vleuten,1,nee,https://nl.linkedin.com/jobs/view/anvast-junior-asset-manager-sustainability-lead-at-verder-liquids-4463994480,retourverwerking,ok,,,29,,,,,1,,,3454 PT,+31505495900,
Verhoeven International,verhoeven.nl,geraden en bevestigd,Business Analist,,2026-09-22,Maarheeze,2,nee,https://nl.linkedin.com/jobs/view/business-analist-at-verhoeven-grondverzetmachines-bv-4468537827,voorraadbeheer webshop,ok,,,2,,,,,0,,12036586,5804 CL,0478517590,
Veris Bouwmaterialengroep BV,veris.nl,geraden en bevestigd,Directeur inkoop,,2026-09-21,Gorinchem,1,nee,https://nl.linkedin.com/jobs/view/directeur-inkoop-at-veris-bouwmaterialengroep-bv-4469961717,voorraadbeheer webshop,ok,woocommerce,,,,,ja,ja,0,,30219442,4202 MS,,
Verkroost Nijmegen,verkroost.nl,geraden en bevestigd,Vacature Planner,,2026-09-11,Nijmegen,1,nee,https://nl.linkedin.com/jobs/view/vacature-planner-at-verkroost-nijmegen-4466358392,retourverwerking,ok,,,,,klantenvertellen,,,1,,58720553,6546 AR,024-377 53 22,
Vermeer International B.V.,vermeer.com,geraden en bevestigd,Logistiek medewerker,,2026-09-12,'s-Heer Arendskerke,1,nee,https://nl.linkedin.com/jobs/view/logistiek-medewerker-at-vermeer-international-b-v-4429311797,retourverwerking,ok,,,6,,,,,0,,,,,
Vernay,vernay.com,geraden en bevestigd,Shift Manager,,2026-03-26,Oldenzaal,1,nee,https://nl.linkedin.com/jobs/view/shift-manager-at-vernay-4391383581,retourverwerking,ok,woocommerce,,,,,ja,,0,,,1863DC,4049942000,
Verpact,verpact.nl,geraden en bevestigd,Regiomanager Retourshops,,2026-09-15,Den Haag,1,nee,https://nl.linkedin.com/jobs/view/regiomanager-retourshops-at-verpact-4461090682,retourverwerking,ok,,,2,,,,,0,,55611192,2501 ET,+31(0)854012660,
VerpakkingsManagement,verpakkingsmanagement.nl,geraden en bevestigd,Onderzoeker Verpakkingen bij Verpact,,2026-01-29,Hilversum,1,nee,https://nl.linkedin.com/jobs/view/onderzoeker-verpakkingen-bij-verpact-at-verpakkingsmanagement-4367198412,retourverwerking,ok,,,,hubspot,,,ja,2,api[- ]documen|veiling,,1213 AK,,
Versuni,versuni.com,geraden en bevestigd,Marketing Manager - Benelux,,2026-09-03,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/marketing-manager-benelux-at-versuni-4462840986,brand manager webshop,ok,,,,,,,,0,,,1082 MD,,
Verwater Group B.V.,verwater.com,geraden en bevestigd,Inkoper,,2026-09-07,Rotterdam,2,nee,https://nl.linkedin.com/jobs/view/inkoper-at-verwater-group-b-v-4462212499,retourverwerking,ok,,,,,,,,0,,,3089 JN,+31104165477,
Vestas,vestas.com,geraden en bevestigd,Lean Specialist,,2026-09-11,IJmuiden,1,nee,https://nl.linkedin.com/jobs/view/lean-specialist-at-vestas-4466344815,retourverwerking,ok,,,6,,,,,0,,,,,
Visiar HealthCare,visiar.nl,geraden en bevestigd,Medior Healthcare Consultant,ja,2026-09-21,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/medior-healthcare-consultant-at-visiar-healthcare-4439071862,webcare,ok,,,4,,,,,0,api[- ]documen,,1066 VH,+31208948938,
Visser & Visser BV,visservisser.nl,geraden en bevestigd,Inkoper,,2026-09-07,Breda,1,nee,https://nl.linkedin.com/jobs/view/inkoper-at-visser-breda-4462936534,voorraadbeheer webshop,ok,woocommerce,,,,,ja,,0,,,3131KX,0031104115620,
Visual Workplace B.V.,visualworkplace.nl,geraden en bevestigd,Visual Project Assistant,,2026-09-18,Wijchen,1,nee,https://nl.linkedin.com/jobs/view/visual-project-assistant-at-visual-workplace-b-v-4469106889,medewerker webshop,ok,,,4,,,,,2,veiling,68823444,6604LL,+310248200265,
Vivaldis,vivaldisinterim.be,geraden en bevestigd,Employé service clients,,2026-09-21,"Brussels Hoofdstedelijk Gewest, België",1,nee,https://be.linkedin.com/jobs/view/employ%C3%A9-service-clients-at-vivaldis-4467381609,klantenservice medewerker,ok,,,,,,,,0,,,,,
ViVortis,vivortis.nl,geraden en bevestigd,Junior Accountmanager,,2026-08-28,Eindhoven,1,nee,https://nl.linkedin.com/jobs/view/junior-accountmanager-at-vivortis%C2%AE-4456958079,online sales medewerker,ok,,,,hubspot,,,,0,api[- ]documen|onze dienstver,92694985,5611 KN,+31853695004,
VML,vmlnl.com,geraden en bevestigd,Marketing Technology Consultant,,2026-08-12,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/marketing-technology-consultant-at-vml-4453104936,customer journey specialist,ok,,,,,,,,0,,,,,
Vobra Special Petfoods,vobra.com,geraden en bevestigd,Operator Verpakkingen,,2025-06-13,Veghel,1,nee,https://nl.linkedin.com/jobs/view/operator-verpakkingen-at-vobra-special-petfoods-4250409411,packaging medewerker webshop,ok,,,,,,,,0,,16085928,5466 AJ,+31413229443,
VodafoneZiggo,vodafoneziggo.nl,geraden en bevestigd,(Sr) Insights Specialist Customer Service,ja,2026-09-14,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/sr-insights-specialist-customer-service-at-vodafoneziggo-4464791259,customer journey specialist,ok,,,,,,,,0,,,,,
Vogelaar Vredehof,vogelaar.com,geraden en bevestigd,Administratief medewerker - Expeditie,,2026-09-16,Geldermalsen,3,nee,https://nl.linkedin.com/jobs/view/administratief-medewerker-expeditie-at-vogelaar-vredehof-4467963483,voorraadbeheer webshop,ok,,,3,,,,,0,,,4413NA,0113 397 100,
VOIPZeker,voipzeker.nl,geraden en bevestigd,Sales &amp; Customer Success Medewerker,ja,2026-09-16,Den Haag,1,nee,https://nl.linkedin.com/jobs/view/sales-customer-success-medewerker-at-voipzeker-4468218269,online sales medewerker,ok,woocommerce,,,intercom,,ja,,1,,,2171 TR,0031880660550,
Volaris Group,volaris.nl,geraden en bevestigd,Growth Marketer,,2026-09-18,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/growth-marketer-at-volaris-group-4469160171,customer journey specialist,ok,,,,,,,ja,0,,,,,
VolkerWessels,volkerwessels.com,geraden en bevestigd,Junior projectleider materieel- en onderhoud,,2026-09-12,Dordrecht,1,nee,https://nl.linkedin.com/jobs/view/junior-projectleider-materieel-en-onderhoud-at-volkerwessels-4436819580,retourverwerking,ok,,,2,,,,,0,,,7461 BA,,
Vomar Voordeelmarkt B.V.,vomar.nl,geraden en bevestigd,Categorie Manager,,2026-08-26,Alkmaar,1,nee,https://nl.linkedin.com/jobs/view/categorie-manager-at-vomar-voordeelmarkt-b-v-4459177545,voorraadbeheer webshop,ok,,,,,,,,1,,,,,
Vostermans Ventilation,vostermans.com,geraden en bevestigd,Logistiek Medewerker,,2025-08-26,Venlo,1,nee,https://nl.linkedin.com/jobs/view/logistiek-medewerker-at-vostermans-ventilation-4291640286,e-fulfilment medewerker,ok,,,6,hubspot,,,,0,api[- ]documen,12021767,5928 NV,,
VTS Track Solutions,vtstracksolutions.com,geraden en bevestigd,Commercieel medewerker binnendienst,,2026-08-24,Maarheeze,1,nee,https://nl.linkedin.com/jobs/view/commercieel-medewerker-binnendienst-at-vts-track-solutions-4443233675,online sales medewerker,ok,woocommerce,,5,,,ja,,0,,17217384,6026RB,+31495590320,
Vulcor Insulation,vulcor.com,geraden en bevestigd,Commercieel Medewerker Binnendienst | Sales &amp; Customer Service,ja,2026-09-15,Heteren,1,nee,https://nl.linkedin.com/jobs/view/commercieel-medewerker-binnendienst-sales-customer-service-at-vulcor-insulation-4467724111,online sales medewerker,ok,woocommerce,,,,,ja,,0,,,6666 MG,+31488700202,
VX Company,vxcompany.com,geraden en bevestigd,.NET Developer,,2026-09-22,Utrecht Area,2,nee,https://nl.linkedin.com/jobs/view/net-developer-at-vx-company-4470266985,webcare,ok,,,,hubspot,,,,0,api[- ]documen,,3743KJ,+31 35 539 09 09,
Waardeburgh,waardeburgh.nl,geraden en bevestigd,ICT-medewerker,,2026-09-21,Sliedrecht,1,nee,https://nl.linkedin.com/jobs/view/ict-medewerker-at-waardeburgh-4469856293,webcare,ok,,,,,,,,0,api[- ]documen,,3364 DA,088 408 00 00,
WaarneemApp,waarneemapp.nl,geraden en bevestigd,Software consultant,,2026-06-26,Utrecht,3,nee,https://nl.linkedin.com/jobs/view/software-consultant-at-waarneemapp-4434031787,webcare,ok,,,,,,,,0,,,,,
Walibi Holland,walibi.nl,geraden en bevestigd,"Medewerker Inkoop, Logistiek en Magazijn",,2026-09-02,Biddinghuizen,1,nee,https://nl.linkedin.com/jobs/view/medewerker-inkoop-logistiek-en-magazijn-at-walibi-holland-4460947719,voorraadbeheer webshop,ok,,,4,whatsapp,,,,1,boek een kamer,,8256 RJ,,
Waste Vision,wastevision.com,geraden en bevestigd,Meewerkend bijrijders,,2026-08-07,Midden-Holland,1,nee,https://nl.linkedin.com/jobs/view/meewerkend-bijrijders-at-waste-vision-4450095940,retourverwerking,ok,,,3,,,,,0,,,7558 PJ,+31 (0)85 273 5000,
Wavin,wavin.com,geraden en bevestigd,E-business specialist,,2026-09-15,Hardenberg,1,nee,https://nl.linkedin.com/jobs/view/e-business-specialist-at-wavin-4466196989,voorraadbeheer webshop,ok,,,,hubspot,,,,0,,,,,
WE Fashion,wefashion.com,geraden en bevestigd,E-Commerce Merchandsier,,2026-09-22,"Utrecht, Nederland",5,nee,https://nl.linkedin.com/jobs/view/e-commerce-merchandsier-at-we-fashion-4470452485,voorraadbeheer webshop,ok,,,8,,,,,3,,,,,
WebNL creative studios,webnl.nl,geraden en bevestigd,Social marketeer,,2026-09-09,"Utrecht, Nederland",2,nee,https://nl.linkedin.com/jobs/view/social-marketeer-at-webnl-creative-studios-4465013771,online marketeer webshop,ok,,,,,,,,0,,,3251 NG,0187 - 609 555,
Webnode AG,webnode.com,geraden en bevestigd,Brand manager,,2026-09-15,Leidschendam,1,nee,https://nl.linkedin.com/jobs/view/brand-manager-at-webnode-ag-4467725586,brand manager webshop,ok,,,,,trustpilot,,,0,,,,,
WeGrow,wegrow.be,geraden en bevestigd,Warehouse Supervisor,,2026-09-01,Vianen,1,nee,https://nl.linkedin.com/jobs/view/warehouse-supervisor-at-wegrow-4461595850,orderverwerking,ok,,,,tawk,,,,0,,,,,
Welkoop,welkoop.nl,geraden en bevestigd,Verkoopmedewerker Tuin (Afdelingsverantwoordelijk),,2026-09-14,Eemnes,12,nee,https://nl.linkedin.com/jobs/view/verkoopmedewerker-tuin-afdelingsverantwoordelijk-at-welkoop-4467082717,medewerker webshop,ok,,,,,,,,2,,,0078FF,,
Welten,welten.nl,geraden en bevestigd,Projectmedewerker Pensioenen AZL,,2026-09-14,Heerlen,3,nee,https://nl.linkedin.com/jobs/view/projectmedewerker-pensioenen-azl-at-welten-4456186254,retourverwerking,ok,,,,hubspot,,,,0,,17100921,3526 KT,0888288800,
Welzorg Nederland BV,welzorg.nl,geraden en bevestigd,Klantenservice Medewerker Levering,ja,2026-09-01,Raamsdonksveer,1,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-levering-at-welzorg-nederland-4460249223,orderverwerking,ok,,,,whatsapp,,,,0,,,,0880016700,
Wesco,wesco.nl,geraden en bevestigd,Associate - Operations,,2026-09-18,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/associate-operations-at-wesco-4450291288,orderverwerking,ok,,,,,,,,0,,,5633 AC,+31(0)40 293 12 07,
Wesseling Logistics,wesseling.nl,geraden en bevestigd,Logistiek Medewerker Avond/Nacht,,2026-08-12,Sassenheim,2,nee,https://nl.linkedin.com/jobs/view/logistiek-medewerker-avond-nacht-at-wesseling-logistics-4453120063,logistiek medewerker webshop,ok,,,,,,,,1,,,2171 AM,+31252240000,
Westfalen Medical BV,westfalenmedical.com,geraden en bevestigd,Medewerker logistiek (40 uren/ week),,2026-08-28,Deventer,1,nee,https://nl.linkedin.com/jobs/view/medewerker-logistiek-40-uren-week-at-westfalen-medical-bv-4460349078,logistiek medewerker webshop,ok,woocommerce,,1,,,ja,,2,api[- ]documen,52789055,7418 EW,0570858450,
Westfort Vleesproducten,westfortvleesproducten.nl,geraden en bevestigd,Masterdata Coördinator,,2026-09-18,Oudewater,2,nee,https://nl.linkedin.com/jobs/view/masterdata-co%C3%B6rdinator-at-westfort-vleesproducten-4469141497,voorraadbeheer webshop,ok,,,,,,,,0,,,,,
WeTravel,wetravel.nl,geraden en bevestigd,Senior Product Engineer - Booking Management,,2026-09-08,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/senior-product-engineer-booking-management-at-wetravel-4464613116,voorraadbeheer webshop,onbereikbaar,,,,,,,,,,,,,
Whatsnext Community B.V.,whatsnextcommunity.com,geraden en bevestigd,Marketingmanager,,2026-06-19,Naaldwijk,1,nee,https://nl.linkedin.com/jobs/view/marketingmanager-at-whatsnext-community-b-v-4430937287,brand manager webshop,ok,,,,,trustpilot,,,0,,82694931,,,
Whisk,whisk.com,geraden en bevestigd,Sales &amp; Account Executive | Sports Nutrition,,2026-09-15,Randstad,2,nee,https://nl.linkedin.com/jobs/view/sales-account-executive-sports-nutrition-at-whisk-4467711626,orderpicker webshop,ok,,,,,,,,0,,,,,
Wibra,wibra.nl,geraden en bevestigd,Inkoopassistent,,2026-09-07,Epe,2,nee,https://nl.linkedin.com/jobs/view/inkoopassistent-at-wibra-4464305628,voorraadbeheer webshop,ok,woocommerce,,,zendesk,trustpilot,ja,ja,3,,,,+31578676333,
Wielervoeding.nl,wielervoeding.nl,geraden en bevestigd,Allround Medewerker bij Wielervoeding.nl - Veghel,,2026-08-04,Uden-Veghel en omgeving,1,nee,https://nl.linkedin.com/jobs/view/allround-medewerker-bij-wielervoeding-nl-veghel-at-wielervoeding-nl-4449083338,logistiek medewerker webshop,ok,,,,whatsapp,,ja,,4,,73775398,2000 AA,,
Wiertz Company,wiertz.com,geraden en bevestigd,Operator,,2026-09-07,Bergen op Zoom,1,nee,https://nl.linkedin.com/jobs/view/operator-at-wiertz-company-4451517143,retourverwerking,ok,,,4,hubspot,,,,0,api[- ]documen|onze dienstver,,6461 CD,,
Wijkopenautos.nl,wijkopenautos.nl,geraden en bevestigd,Administratief Medewerker,,2026-08-31,Amsterdam,3,nee,https://nl.linkedin.com/jobs/view/administratief-medewerker-at-wijkopenautos-nl-4461230675,orderpicker webshop,ok,,,12,,trustpilot,,ja,0,,60482494,1101CL,,
Wilchem B.V.,wilchem.nl,geraden en bevestigd,Incidentbestrijder,,2026-09-21,Papendrecht,2,nee,https://nl.linkedin.com/jobs/view/incidentbestrijder-at-wilchem-b-v-4466876795,retourverwerking,ok,,,1,,,,,1,veiling,23079522,3352 AR,08008702020,
Wildkamp,wildkamp.nl,geraden en bevestigd,Commercieel manager binnendienst,,2026-09-11,Coevorden,2,nee,https://nl.linkedin.com/jobs/view/commercieel-manager-binnendienst-at-wildkamp-b-v-4465441143,voorraadbeheer webshop,ok,,,,trengo|whatsapp,kiyoh,,ja,3,api[- ]documen,,7683RC,+31524749510,
Willem Dijk AGF,willemdijk.nl,geraden en bevestigd,Loodsmedewerker,,2026-04-09,Enschede,1,nee,https://nl.linkedin.com/jobs/view/loodsmedewerker-at-willem-dijk-agf-4399861654,logistiek medewerker webshop,ok,woocommerce,,4,,,ja,ja,0,veiling,,7547 SJ,+31534325800,
WILVO,wilvo.com,geraden en bevestigd,Logistiek Medewerker,,2026-09-09,Bergeyk,5,nee,https://nl.linkedin.com/jobs/view/logistiek-medewerker-at-wilvo-4465085608,logistiek medewerker webshop,ok,,,4,hubspot,,,,0,,,5571 SM,003100497783333,
Winparts,winparts.be,geraden en bevestigd,CRM Specialist,,2026-09-15,Groningen,2,nee,https://nl.linkedin.com/jobs/view/crm-specialist-at-winparts-4467718687,customer journey specialist,ok,,,8,,kiyoh,ja,,0,,,6718XP,,
WJ Projects B.V.,wj-projects.nl,geraden en bevestigd,Marketing &amp; Communicatie Medewerker,,2026-09-08,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/marketing-communicatie-medewerker-at-wj-projects-b-v-4463545500,content specialist webshop,ok,,,,,,,,0,,37163229,1013 CX,0206848194,
Wolfpack,wolfpack.com,geraden en bevestigd,Team Lead,,2026-09-11,Eindhoven,2,nee,https://nl.linkedin.com/jobs/view/team-lead-at-wolfpack-4466099685,webcare,ok,,,,,,,,0,,,,,
WongDoody,wongdoody.com,geraden en bevestigd,Product Designer,,2026-04-01,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/product-designer-at-wongdoody-4396681039,medewerker webshop,ok,,,,,,,,0,,,1617DF,,
Worldstream - Solid IT. No Surprises.,worldstream.com,geraden en bevestigd,TechCare Engineer,,2026-08-04,Naaldwijk,1,nee,https://nl.linkedin.com/jobs/view/techcare-engineer-at-worldstream-solid-it-no-surprises-4460827507,webcare,ok,,,,freshdesk,,ja,,0,api[- ]documen,,,,
Woub,woub.nl,geraden en bevestigd,Senior Front-end Developer,,2026-09-01,Wateringen,1,nee,https://nl.linkedin.com/jobs/view/senior-front-end-developer-at-woub-4461750942,webcare,ok,,,,,loox,,,0,,72458496,2288 EJ,,
WP Brothers,wpbrothers.nl,geraden en bevestigd,Digital Consultant (Web),,2026-09-04,"Utrecht, Nederland",1,nee,https://nl.linkedin.com/jobs/view/digital-consultant-web-at-wp-brothers-4461148980,webshop beheerder,ok,,,,hubspot|whatsapp,,,,0,api[- ]documen,91110033,1011 NH,0307370902,
WPP Media,wppmedia.com,geraden en bevestigd,Senior Digital Performance Manager,,2026-09-11,Eindhoven,4,nee,https://nl.linkedin.com/jobs/view/senior-digital-performance-manager-at-wpp-media-4463989277,online marketeer webshop,ok,,,,,,,,0,api[- ]documen,,,,
WSP in Nederland,radiowinkel.eu,geraden en bevestigd,Milieukundig begeleider / Veldwerker,,2026-09-14,Maastricht,1,nee,https://nl.linkedin.com/jobs/view/milieukundig-begeleider-veldwerker-at-wsp-in-the-netherlands-4381108442,retourverwerking,ok,,,,,,,,0,,,,,
WVS,wvs.nl,geraden en bevestigd,Operationeel Manager,,2026-09-02,Bergen op Zoom,1,nee,https://nl.linkedin.com/jobs/view/operationeel-manager-at-wvs-4460979735,retourverwerking,ok,,,,,,,,0,,,4704 RL,0880312000,
Yellowgrape,yellowgrape.io,geraden en bevestigd,Brand Marketing Manager - Dutch Market (all genders) // Medior,,2026-09-01,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/brand-marketing-manager-dutch-market-all-genders-medior-at-yellowgrape-4456732221,brand manager webshop,ok,,,3,,,,,0,,,1016 BG,+31202440313,
Yellowtail Conclusion,oxley.com,geraden en bevestigd,Front end Developer,,2026-02-13,Naarden,1,nee,https://nl.linkedin.com/jobs/view/front-end-developer-at-yellowtail-conclusion-4383781196,webcare,ok,,,,,,,,0,,,,,
Ymere,ymere.nl,geraden en bevestigd,Medewerker Huurincasso,,2026-09-21,Diemen,1,nee,https://nl.linkedin.com/jobs/view/medewerker-huurincasso-at-ymere-4469868368,retourverwerking,ok,,,,whatsapp,,,,0,,,1000 CK,0880008900,
Ynvolve,ynvolve.com,geraden en bevestigd,Logistiek medewerker,,2026-09-18,Arnhem-Nijmegen en omgeving,1,nee,https://nl.linkedin.com/jobs/view/logistiek-medewerker-at-ynvolve-4469106939,logistiek medewerker webshop,ok,,,6,,,,,0,api[- ]documen,,6515 AS,+31(0)243488260,
Youforce,youforce.nl,geraden en bevestigd,Digital Engagement Specialist,,2026-09-22,Amersfoort,1,nee,https://nl.linkedin.com/jobs/view/digital-engagement-specialist-at-youforce-4428087845,customer journey specialist,ok,,,,hubspot,,,,0,api[- ]documen|onze dienstver,32097068,3821 BB,+31882302300,
Young Perfect: Omnichannel Marketing & Experiences,youngperfect.nl,geraden en bevestigd,MAGAZIJN MEDEWERKER,,2026-06-16,Breda,1,nee,https://nl.linkedin.com/jobs/view/magazijn-medewerker-at-young-perfect-omnichannel-marketing-experiences-4429247711,magazijnmedewerker webshop,ok,,,,whatsapp,,,,0,,,4817 BL,+31 (0) 76 - 52 02,
YourSurprise,yoursurprise.nl,geraden en bevestigd,Logistiek medewerker,,2026-08-20,Zierikzee,2,ja,https://nl.linkedin.com/jobs/view/logistiek-medewerker-at-yoursurprise-4455480488,e-fulfilment medewerker,ok,,,33,chatgpt-bot,,,,4,veiling,22057264,4301 RZ,+31111712465,
Yuki,yukisoftware.com,geraden en bevestigd,Customer Support Hero,,2026-08-31,"Antwerpen, Vlaanderen, België",1,nee,https://be.linkedin.com/jobs/view/customer-support-hero-at-yuki-4461265678,klantenservice medewerker,ok,,,1,hubspot|chatgpt-bot,trustpilot,,,0,saas|api[- ]documen,,,,
Zebra Technologies,zebratechnologies.com,geraden en bevestigd,"Warehouse Associate, Support I",,2026-09-21,Heerenveen,1,nee,https://nl.linkedin.com/jobs/view/warehouse-associate-support-i-at-zebra-technologies-4467696990,e-fulfilment medewerker,ok,,,,,,,,0,,,,,
Zenya,zenya.nl,geraden en bevestigd,Customer Marketeer coördinator,ja,2026-09-19,Eindhoven,1,nee,https://nl.linkedin.com/jobs/view/customer-marketeer-co%C3%B6rdinator-at-zenya-4466947095,customer journey specialist,ok,,,,,,,,0,,,,,
Zolemba B.V.,zolemba.nl,geraden en bevestigd,Customer Service Medewerker,ja,2026-08-04,Haaksbergen,1,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-at-zolemba-b-v-4448556738,online sales medewerker,ok,,,26,,,ja,,0,,,7482 GZ,,
ZorgMatch B.V.,zorgmatch.nl,geraden en bevestigd,Softwaretester,,2026-09-17,Tilburg,1,nee,https://nl.linkedin.com/jobs/view/softwaretester-at-zorgmatch-4468370935,webcare,ok,,,,intercom,,,,0,,18077035,5026 RK,0881262033,
