bedrijf,domein,domein_bron,functie,datum,plaats,aantal_vacatures,al_in_pool,vacature_url,zoekterm
Hemelaer,,domein niet gevonden,Orderpicker (binnenland),2026-08-07,Binnenland,1,nee,https://nl.linkedin.com/jobs/view/orderpicker-binnenland-at-hemelaer-4450301015,orderverwerking medewerker
Heras Mobile Fencing & Security,,domein niet gevonden,Content Performance Specialist,2026-09-16,Best,1,nee,https://nl.linkedin.com/jobs/view/content-performance-specialist-at-heras-mobile-fencing-security-4467979817,webcare medewerker
Heuschen & Schrouff Oriental Food,,domein niet gevonden,(Junior) Commercieel Medewerker Binnendienst,2026-06-15,Landgraaf,1,nee,https://nl.linkedin.com/jobs/view/junior-commercieel-medewerker-binnendienst-at-heuschen-schrouff-oriental-food-4430407283,orderverwerking medewerker
HiBob,,domein niet gevonden,Dutch speaking Enterprise Customer Success Manager,2026-09-22,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/dutch-speaking-enterprise-customer-success-manager-at-hibob-4470298188,customer happiness
Hisense Benelux,,domein niet gevonden,Account Manager Online Retail,2026-08-28,Duiven,1,nee,https://nl.linkedin.com/jobs/view/account-manager-online-retail-at-hisense-benelux-4458072494,e-commerce medewerker
Holland & Barrett Benelux,,domein niet gevonden,Customer Service Advisor,2026-08-05,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-service-advisor-at-holland-barrett-benelux-4449659814,klantenservice medewerker
Homefashion Group B.V.,,domein niet gevonden,Meewerkstage E-commerce bij Kwantum,2026-09-15,Tilburg,2,nee,https://nl.linkedin.com/jobs/view/meewerkstage-e-commerce-bij-kwantum-at-homefashion-group-b-v-4466943892,webshop medewerker
Hotel-Congrescentrum De Zeeuwse Stromen,,domein niet gevonden,Medewerker bediening,2026-01-16,Zierikzee,1,nee,https://nl.linkedin.com/jobs/view/medewerker-bediening-at-hotel-congrescentrum-de-zeeuwse-stromen-4362985125,webcare medewerker
Husol Zonwering,,domein niet gevonden,Commercieel Medewerker Binnendienst,2026-09-18,Genemuiden,1,nee,https://nl.linkedin.com/jobs/view/commercieel-medewerker-binnendienst-at-husol-zonwering-4469150276,orderverwerking medewerker
Hyatt Regency,,domein niet gevonden,Front Office Host / Receptionist,2026-09-01,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/front-office-host-receptionist-at-hyatt-regency-4461772155,customer service
i-Aspect B.V.,,domein niet gevonden,SEO- en contentspecialist,2026-08-26,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/seo-en-contentspecialist-at-i-aspect-b-v-4457277027,webcare medewerker
iBOOD.com,,domein niet gevonden,Specialist Retouren &amp; Garanties,2026-06-02,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/specialist-retouren-garanties-at-ibood-com-4419282505,e-commerce medewerker
IHG Hotels & Resorts,,domein niet gevonden,Front Office Agent,2026-09-03,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/front-office-agent-at-ihg-hotels-resorts-4460743412,customer service
ilionx healthcare,,domein niet gevonden,Customer Succes Manager,2026-08-10,'s-Hertogenbosch,1,nee,https://nl.linkedin.com/jobs/view/customer-succes-manager-at-ilionx-healthcare-4451844098,customer happiness
IMCD Benelux BV,,domein niet gevonden,Customer Service Representative,2026-09-02,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-at-imcd-benelux-bv-4451501939,orderverwerking medewerker
Infra Light Engineering,,domein niet gevonden,Medewerker Klantenservice,2026-07-31,Hoofddorp,1,nee,https://nl.linkedin.com/jobs/view/medewerker-klantenservice-at-infra-light-engineering-4447141253,klantenservice medewerker
Inspired Thinking Group (ITG),,domein niet gevonden,ICT-servicedeskmedewerker,2026-09-02,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/ict-servicedeskmedewerker-at-inspired-thinking-group-itg-4452465029,webcare medewerker
Insulcon B.V. - Leader in High Temperature Solutions,,domein niet gevonden,Customer Service Medewerker | 32-40 uur,2026-09-11,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-32-40-uur-at-insulcon-b-v-leader-in-high-temperature-solutions-4466062577,orderverwerking medewerker
Insulet Corporation,,domein niet gevonden,Associate Marketing Specialist BLX,2026-09-01,"Overijssel, Nederland",1,nee,https://nl.linkedin.com/jobs/view/associate-marketing-specialist-blx-at-insulet-corporation-4460615289,webcare medewerker
Interu - built by iov42,,domein niet gevonden,Customer Success Manager - Dutch Speaker,2026-09-04,Amsterdam Area,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-dutch-speaker-at-interu-built-by-iov42-4463348829,customer happiness
iO,,domein niet gevonden,Webredacteur (Rijks)overheid,2026-09-21,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/webredacteur-rijks-overheid-at-io-4294348340,webcare medewerker
itsme.,,domein niet gevonden,Commercieel medewerker,2026-09-10,Rotterdam,3,nee,https://nl.linkedin.com/jobs/view/commercieel-medewerker-at-itsme-4464534095,orderverwerking medewerker
IVO Rechtspraak,,domein niet gevonden,Medewerker KlantContact IT (Utrecht),2026-09-15,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/medewerker-klantcontact-it-utrecht-at-ivo-rechtspraak-4466197404,support medewerker webshop
Jaarverslag.org,,domein niet gevonden,Medewerker klantgeluk,2026-09-22,Apeldoorn,2,nee,https://nl.linkedin.com/jobs/view/medewerker-klantgeluk-at-jaarverslag-org-4470282794,webcare medewerker
Jac Hensen,,domein niet gevonden,E-commerce &amp; Online-Marketing Specialist,2026-09-21,Amersfoort,1,nee,https://nl.linkedin.com/jobs/view/e-commerce-online-marketing-specialist-at-jac-hensen-4469885136,webcare medewerker
Jellema Automatiseringsservice B.V.,,domein niet gevonden,Support Medewerker (met doorgroeimogelijkheid),2026-08-01,Nieuwleusen,1,nee,https://nl.linkedin.com/jobs/view/support-medewerker-met-doorgroeimogelijkheid-at-jellema-automatiseringsservice-b-v-4447824701,webcare medewerker
JP Gray,,domein niet gevonden,Customer Service Representative,2026-09-15,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-at-jp-gray-4466501649,klantenservice medewerker
JP.cars,,domein niet gevonden,Customer Success Manager Benelux,2026-09-14,Randstad,2,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-benelux-at-jp-cars-4455180949,customer happiness
Jumbo Supermarkten,,domein niet gevonden,Medewerker Proces &amp; Goederenverwerking,2026-09-22,Gorssel,132,nee,https://nl.linkedin.com/jobs/view/medewerker-proces-goederenverwerking-at-jumbo-supermarkten-4411173482,webshop medewerker
Just Brands - Fashion & Retail,,domein niet gevonden,ECOMMERCE PRODUCT LAUNCH SPECIALIST,2026-09-05,Lijnden,1,nee,https://nl.linkedin.com/jobs/view/ecommerce-product-launch-specialist-at-just-brands-fashion-retail-4444710321,e-commerce medewerker
Kamera Express,,domein niet gevonden,Content Specialist Tweedehands,2026-09-07,Capelle aan den IJssel,2,nee,https://nl.linkedin.com/jobs/view/content-specialist-tweedehands-at-kamera-express-4462941649,e-commerce medewerker
Karakter Traprenovaties en Interieurbouw,,domein niet gevonden,Verkoopadviseur Traprenovaties,2026-06-29,Helmond,1,nee,https://nl.linkedin.com/jobs/view/verkoopadviseur-traprenovaties-at-karakter-traprenovaties-en-interieurbouw-4434499272,klantadviseur
keukenvakhandel H. Stikker BV (Reddy keukens Alkmaar),,domein niet gevonden,Senior verkoopadviseur,2026-09-03,Alkmaar,1,nee,,klantadviseur
Kimman - Jaguar & Land Rover Dealer,,domein niet gevonden,Service Adviseur / Hospitality Specialist,2026-09-17,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/service-adviseur-hospitality-specialist-at-kimman-4466294565,klantadviseur
Kivits Drunen,,domein niet gevonden,Customer Service Medewerker,2026-09-02,Waalwijk,1,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-at-kivits-drunen-4443319622,klantenservice medewerker
KnappeKoppen.work,,domein niet gevonden,Customer Success Manager Automotive,2026-09-15,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-automotive-at-knappekoppen-work-4467740959,customer happiness
Kroon-Oil,,domein niet gevonden,Export Medewerker Binnendienst,2026-08-31,Almelo,1,nee,https://nl.linkedin.com/jobs/view/export-medewerker-binnendienst-at-kroon-oil-4461082328,orderverwerking medewerker
Kuehne+Nagel,,domein niet gevonden,Customer Care Specialist Air Logistics,2026-09-17,Schiphol-Rijk,1,nee,https://nl.linkedin.com/jobs/view/customer-care-specialist-air-logistics-at-kuehne%2Bnagel-4440859377,klantadviseur
KYOCERA Fastening Solutions France,,domein niet gevonden,Internal Sales Consultant,2026-09-10,Eindhoven,1,nee,https://nl.linkedin.com/jobs/view/internal-sales-consultant-at-kyocera-fastening-solutions-france-4464588676,klantadviseur
L. ten Cate BV,,domein niet gevonden,Customer Service Medewerker,2026-09-11,Enschede en omgeving,1,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-at-l-ten-cate-bv-4466347431,e-commerce medewerker
Laminaat en Parket Almere,,domein niet gevonden,E-commerce Specialist,2026-08-31,Den Haag,1,nee,https://nl.linkedin.com/jobs/view/e-commerce-specialist-at-laminaat-en-parket-almere-4460019168,webcare medewerker
Leonardo Hotels Benelux,,domein niet gevonden,GUEST RELATIONS OFFICER,2026-09-03,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/guest-relations-officer-at-leonardo-hotels-benelux-4444444477,customer happiness
LessonUp,,domein niet gevonden,Customer Success Manager,2026-09-07,Den Haag,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-lessonup-4464092647,customer happiness
Lexrent B.V.,,domein niet gevonden,Verkoop Binnendienst,2026-09-11,Westpoort,1,nee,https://nl.linkedin.com/jobs/view/verkoop-binnendienst-at-lexrent-b-v-4439208596,klantadviseur
Life Fitness / Hammer Strength,,domein niet gevonden,Order Fulfillment Coordinator,2026-09-17,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/order-fulfillment-coordinator-at-life-fitness-hammer-strength-4468624603,orderverwerking medewerker
Lightspeed Commerce,,domein niet gevonden,Dutch speaking Support Specialist,2026-09-17,Nederland,4,nee,https://nl.linkedin.com/jobs/view/dutch-speaking-support-specialist-at-lightspeed-commerce-4466286264,support medewerker webshop
Lineage,,domein niet gevonden,Customer Service Representative,2026-08-26,Nieuwdorp,1,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-at-lineage-4457945575,customer service
LKQ Netherlands,,domein niet gevonden,Medewerker Customer Support,2026-09-20,Nieuwegein,3,nee,https://nl.linkedin.com/jobs/view/medewerker-customer-support-at-lkq-netherlands-4442138428,klantadviseur
LMW,,domein niet gevonden,Medewerker Support,2026-07-10,Breukelen,1,nee,https://nl.linkedin.com/jobs/view/medewerker-support-at-lmw-4439020724,klantenservice medewerker
Louis Vuitton,,domein niet gevonden,CLIENT ADVISOR - AMSTERDAM,2026-09-05,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/client-advisor-amsterdam-at-louis-vuitton-4454866431,customer happiness
Maandag®,,domein niet gevonden,Medewerker IT Servicedesk,2026-09-22,Arnhem,1,nee,https://nl.linkedin.com/jobs/view/medewerker-it-servicedesk-at-maandag%C2%AE-4468594070,support medewerker webshop
mail.de,,domein niet gevonden,eine(n) Mitarbeiter(in) (m/w/d) für den französischen Kunden-Support,2026-08-01,s-Hertogenbosch Area,1,nee,https://nl.linkedin.com/jobs/view/eine-n-mitarbeiter-in-m-w-d-f%C3%BCr-den-franz%C3%B6sischen-kunden-support-at-mail-de-4447606117,support medewerker webshop
Marcel's Green Soap,,domein niet gevonden,Operational Specialist,2026-07-24,Haarlem,1,ja,https://nl.linkedin.com/jobs/view/operational-specialist-at-marcel-s-green-soap-4444946328,orderverwerking medewerker
MarketPlace Expert,,domein niet gevonden,Project Manager,2026-08-24,Koog aan de Zaan,1,nee,https://nl.linkedin.com/jobs/view/project-manager-at-marketplace-expert-b-v-4456706850,e-commerce medewerker
Meliá Hotels International,,domein niet gevonden,Front Office Agent Full-time AMSTERDAM 1,2026-09-07,Hoek van Holland,1,nee,https://nl.linkedin.com/jobs/view/front-office-agent-full-time-amsterdam-1-at-meli%C3%A1-hotels-international-4464345475,customer service
Midwich Benelux,,domein niet gevonden,Sales Support Employee,2026-06-19,Ridderkerk,1,nee,https://nl.linkedin.com/jobs/view/sales-support-employee-at-midwich-benelux-4430953561,orderverwerking medewerker
MiniMed,,domein niet gevonden,Patient Services Representative (Dutch and English),2026-09-04,Heerlen,1,nee,https://nl.linkedin.com/jobs/view/patient-services-representative-dutch-and-english-at-minimed-4462800776,klantenservice medewerker
Mistral,,domein niet gevonden,"Customer Success, EMEA",2026-09-21,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-emea-at-mistral-4469896754,customer happiness
Monday Merch,,domein niet gevonden,Warehouse Help | Picking &amp; Packing of Merchandise | Rotterdam,2026-07-24,Rotterdam,2,nee,https://nl.linkedin.com/jobs/view/warehouse-help-picking-packing-of-merchandise-rotterdam-at-monday-merch-4444921686,e-commerce medewerker
MSC Mediterranean Shipping Company,,domein niet gevonden,Export Customer Service - Back Office Employee,2026-09-14,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/export-customer-service-back-office-employee-at-msc-mediterranean-shipping-company-4465207880,orderverwerking medewerker
N-able,,domein niet gevonden,Customer Success Manager - French Speaking,2026-09-18,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-french-speaking-at-n-able-4448073751,customer happiness
Neele-Vat,,domein niet gevonden,Inbound Medewerker Shipspares,2026-09-07,Hoofddorp,1,nee,https://nl.linkedin.com/jobs/view/inbound-medewerker-shipspares-at-neele-vat-4464343624,orderverwerking medewerker
Netwerk,,domein niet gevonden,Sales support medewerker (key accounts),2026-05-27,Dordrecht,1,nee,https://nl.linkedin.com/jobs/view/sales-support-medewerker-key-accounts-at-netwerk-nv-4419595965,support medewerker webshop
New Flag GmbH,,domein niet gevonden,Junior E-Commerce Manager,2026-09-01,Haarlem,1,nee,https://nl.linkedin.com/jobs/view/junior-e-commerce-manager-at-new-flag-gmbh-4460363795,webcare medewerker
NRF (Nederlandse Radiateuren Fabriek),,domein niet gevonden,Customer Service Representative,2026-09-17,Mill,1,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-at-nrf-nederlandse-radiateuren-fabriek-4467190041,klantenservice medewerker
Nutripack,,domein niet gevonden,Customer Service Medewerker,2026-06-18,Oss,1,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-at-nutripack-4428771478,orderverwerking medewerker
Oakwell Hampton Group,,domein niet gevonden,Client Success Manager,2026-09-10,Amsterdam Area,1,nee,https://nl.linkedin.com/jobs/view/client-success-manager-at-oakwell-hampton-group-4465805104,customer happiness
Odyssey Hotel Group,,domein niet gevonden,Front Office Associate,2026-09-03,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/front-office-associate-at-odyssey-hotel-group-4461654165,customer service
Oneway Bike,,domein niet gevonden,Inside Sales Medewerker,2026-09-07,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/inside-sales-medewerker-at-oneway-bike-4462936055,support medewerker webshop
Open (YC W24),,domein niet gevonden,CSM (Customer Success Manager),2026-06-14,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/csm-customer-success-manager-at-open-yc-w24-4428634335,customer happiness
Openclaims,,domein niet gevonden,Customer Success &amp; Growth Manager – Dealers &amp; Schadeherstellers,2026-07-29,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-growth-manager-%E2%80%93-dealers-schadeherstellers-at-openclaims-4446814064,customer happiness
Otolift Academy,,domein niet gevonden,Klantenservice medewerker,2026-09-21,Bergambacht,1,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-at-otolift-academy-4469877371,klantenservice medewerker
Pageking® - Full Swing Digital Agency,,domein niet gevonden,Front-End Developer (Junior/Starter),2025-09-02,Breda,1,nee,https://nl.linkedin.com/jobs/view/front-end-developer-junior-starter-at-pageking%C2%AE-full-swing-digital-agency-4306048978,webcare medewerker
PALMBERG Büroeinrichtungen + Service GmbH,,domein niet gevonden,"Medewerker orderinvoer/klantenservice Nederland, België en Luxemburg (m/v/x)",2026-05-20,'s-Hertogenbosch,1,nee,https://nl.linkedin.com/jobs/view/medewerker-orderinvoer-klantenservice-nederland-belgi%C3%AB-en-luxemburg-m-v-x-at-palmberg-b%C3%BCroeinrichtungen-%2B-service-gmbh-4416168277,orderverwerking medewerker
Parfumerie Douglas Nederland,,domein niet gevonden,Specialist Online Product Data,2026-08-26,Nijmegen,2,nee,https://nl.linkedin.com/jobs/view/specialist-online-product-data-at-parfumerie-douglas-nederland-4457222323,webcare medewerker
Parfums Christian Dior,,domein niet gevonden,Beauty Consultant Amsterdam,2026-09-15,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/beauty-consultant-amsterdam-at-parfums-christian-dior-4467704566,klantadviseur
Pets Place Boerenbond Retail B.V.,,domein niet gevonden,Category Assistent,2026-09-09,Ede,1,nee,https://nl.linkedin.com/jobs/view/category-assistent-at-pets-place-boerenbond-retail-b-v-4465085391,e-commerce medewerker
PinDirect by Cyber & Mason,,domein niet gevonden,Medewerker Customer Support,2026-09-14,Amersfoort,1,nee,https://nl.linkedin.com/jobs/view/medewerker-customer-support-at-pindirect-by-cyber-mason-4467070749,klantenservice medewerker
Platinum Outdoorable,,domein niet gevonden,Sales Support Medewerker,2026-09-11,Breda,1,nee,https://nl.linkedin.com/jobs/view/sales-support-medewerker-at-platinum-outdoorable-4466044477,support medewerker webshop
PLUS Retail,,domein niet gevonden,Medewerker Winkel Helpdesk,2026-09-04,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/medewerker-winkel-helpdesk-at-plus-retail-4340155657,klantenservice medewerker
Postex DACH,,domein niet gevonden,Customer Success &amp; Support Consultant (40 uur),2026-07-28,Gouda,1,nee,https://nl.linkedin.com/jobs/view/customer-success-support-consultant-40-uur-at-postex-dach-4446002322,customer happiness
Pro Warehouse ,,domein niet gevonden,Klantenservicemedewerker,2026-09-04,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/klantenservicemedewerker-at-pro-warehouse-%EF%A3%BF-4463370329,support medewerker webshop
Progressive,,domein niet gevonden,IT Servicedesk Medewerker | Zorg | Woerden,2026-08-24,Woerden,1,nee,https://nl.linkedin.com/jobs/view/it-servicedesk-medewerker-zorg-woerden-at-progressive-4453117246,webcare medewerker
Prowise NL,,domein niet gevonden,Customer Service Medewerker (Duitstalig),2026-09-19,Budel,1,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-duitstalig-at-prowise-nl-4466934866,support medewerker webshop
Prénatal,,domein niet gevonden,SEO-specialist,2026-09-22,Amersfoort,1,nee,https://nl.linkedin.com/jobs/view/seo-specialist-at-prenatal-moeder-en-kind-b-v-4468548197,webcare medewerker
Publitas.com,,domein niet gevonden,Senior Customer Success Manager ( SaaS / Remote / Dutch),2026-09-08,Nederland,1,nee,https://nl.linkedin.com/jobs/view/senior-customer-success-manager-saas-remote-dutch-at-publitas-com-4458166743,customer happiness
Rail-Flow,,domein niet gevonden,Senior Customer Success Manager - SaaS (m/f/x),2026-06-12,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/senior-customer-success-manager-saas-m-f-x-at-rail-flow-4425317073,customer happiness
Ravago,,domein niet gevonden,CUSTOMER ORDER &amp; EXPORT COORDINATOR ( DRI Rubber),2026-08-24,Waalwijk,1,nee,https://nl.linkedin.com/jobs/view/customer-order-export-coordinator-dri-rubber-at-ravago-4456506207,orderverwerking medewerker
Rensa Family Company,,domein niet gevonden,E-Commerce Search &amp; Merchandising Specialist,2026-09-08,Doetinchem,1,nee,https://nl.linkedin.com/jobs/view/e-commerce-search-merchandising-specialist-at-rensa-family-company-4464454587,e-commerce medewerker
Rensa Verwarming + Ventilatie,,domein niet gevonden,E-Commerce Search &amp; Merchandising Specialist,2026-09-01,Doetinchem,1,nee,https://nl.linkedin.com/jobs/view/e-commerce-search-merchandising-specialist-at-rensa-verwarming-%2B-ventilatie-4460236851,e-commerce medewerker
RIMOWA,,domein niet gevonden,Client Advisor - AMSTERDAM DE BIJENKORF (m/f/d),2026-09-17,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/client-advisor-amsterdam-de-bijenkorf-m-f-d-at-rimowa-4449018386,customer happiness
Rituals (B Corp™),,domein niet gevonden,Customer Relations and Sales Ambassador German – CHO EDGE Amsterdam | 32-40h,2026-09-15,Amsterdam,3,nee,https://nl.linkedin.com/jobs/view/customer-relations-and-sales-ambassador-german-%E2%80%93-cho-edge-amsterdam-32-40h-at-rituals-b-corp%E2%84%A2-4458257606,customer happiness
Robin Radar Systems,,domein niet gevonden,Customer Success Manager - AVIAN,2026-09-17,Delft,2,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-avian-at-robin-radar-systems-4449473745,customer happiness
Royal FloraHolland,,domein niet gevonden,Product Support Medewerker,2026-07-17,Honselersdijk,1,nee,https://nl.linkedin.com/jobs/view/product-support-medewerker-at-royal-floraholland-4452443158,support medewerker webshop
Royal Meilink,,domein niet gevonden,Commercieel medewerker binnendienst - Administratief,2026-07-21,Boxmeer,1,nee,https://nl.linkedin.com/jobs/view/commercieel-medewerker-binnendienst-administratief-at-royal-meilink-4443378694,orderverwerking medewerker
Royal Swinkels,,domein niet gevonden,Global Marketplace Specialist,2026-09-08,Lieshout,1,nee,https://nl.linkedin.com/jobs/view/global-marketplace-specialist-at-royal-swinkels-4464474042,e-commerce medewerker
Runnr.ai,,domein niet gevonden,Customer Success Manager,2026-09-22,"Utrecht, Nederland",1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-runnr-ai-4470299624,customer happiness
RX Group,,domein niet gevonden,CUSTOMER SUCCESS COORDINATOR GEZOCHT,2026-08-27,Gemert,2,nee,https://nl.linkedin.com/jobs/view/customer-success-coordinator-gezocht-at-rx-group-4459696607,customer happiness
S4D,,domein niet gevonden,Customer Success Manager (Nederlands),2026-06-30,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-nederlands-at-s4d-4434986304,customer happiness
Sentyron,,domein niet gevonden,Junior medewerker Supply Chain &amp; Purchasing,2026-08-13,Delft,1,nee,https://nl.linkedin.com/jobs/view/junior-medewerker-supply-chain-purchasing-at-sentyron-4464321562,orderverwerking medewerker
Service Best International B.V.,,domein niet gevonden,Medewerker Customer Relations (32 tot 40 uur),2026-09-07,Eindhoven,1,nee,https://nl.linkedin.com/jobs/view/medewerker-customer-relations-32-tot-40-uur-at-service-best-international-b-v-4464306303,customer happiness
ShipBob,,domein niet gevonden,Operations Support Manager,2026-09-17,Rilland,1,nee,https://nl.linkedin.com/jobs/view/operations-support-manager-at-shipbob-4467560533,support medewerker webshop
Smartphonehoesjes.nl,,domein niet gevonden,Junior accountmanager,2026-09-22,Leusden,2,nee,https://nl.linkedin.com/jobs/view/junior-accountmanager-at-smartphonehoesjes-nl-4470277504,e-commerce medewerker
SoftwareOne,,domein niet gevonden,Customer Success Manager,2026-09-21,Amsterdam,4,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-softwareone-4468775473,customer happiness
"Solera Holdings, LLC.",,domein niet gevonden,Junior Customer Success Representative,2026-08-02,Den Haag,1,nee,https://nl.linkedin.com/jobs/view/junior-customer-success-representative-at-solera-holdings-llc-4402372368,customer happiness
SomnoMed France,,domein niet gevonden,Customer service Medewerker (Dutch fluent),2026-01-08,Arnhem,1,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-dutch-fluent-at-somnomed-france-4330913083,klantenservice medewerker
Specialized Bicycle Components,,domein niet gevonden,Digital Merchandising Specialist EMEA,2026-09-17,Arnhem,1,nee,https://nl.linkedin.com/jobs/view/digital-merchandising-specialist-emea-at-specialized-bicycle-components-4459178706,e-commerce medewerker
SPINO Managed Services,,domein niet gevonden,Medewerker Servicedesk,2026-08-18,Nieuwegein,1,nee,https://nl.linkedin.com/jobs/view/medewerker-servicedesk-at-spino-managed-services-4455720453,support medewerker webshop
Staay Food Group,,domein niet gevonden,BACKOFFICE MEDEWERKER,2026-08-04,Papendrecht,1,nee,https://nl.linkedin.com/jobs/view/backoffice-medewerker-at-staay-food-group-4448582767,orderverwerking medewerker
SUITSUIT | Certified B Corp,,domein niet gevonden,Marketplace Specialist,2026-09-02,Randstad,1,nee,https://nl.linkedin.com/jobs/view/marketplace-specialist-at-suitsuit-certified-b-corp-4459969550,e-commerce medewerker
Supermicro,,domein niet gevonden,eCommerce Product Specialist,2026-09-16,'s-Hertogenbosch,2,nee,https://nl.linkedin.com/jobs/view/ecommerce-product-specialist-at-supermicro-4432038155,e-commerce medewerker
Swissôtel Hotels & Resorts,,domein niet gevonden,Front Office Agent (Full-time),2026-07-20,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/front-office-agent-full-time-at-swiss%C3%B4tel-hotels-resorts-4442078328,customer service
Tandem Health,,domein niet gevonden,Customer Success Specialist - Netherlands,2026-09-04,Leiden,2,nee,https://nl.linkedin.com/jobs/view/customer-success-specialist-netherlands-at-tandem-health-4461749093,customer happiness
TCC smart IT solutions,,domein niet gevonden,Customer Success Manager,2026-02-26,Tilburg,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-tcc-smart-it-solutions-4375282443,customer happiness
Telco Accessories Group,,domein niet gevonden,Klantenservicemedewerker,2026-09-21,Houten,3,nee,https://nl.linkedin.com/jobs/view/klantenservicemedewerker-at-telco-accessories-group-4467395413,klantenservice medewerker
The Estée Lauder Companies Inc.,,domein niet gevonden,Le Labo Sales Advisor - Bijenkorf Rotterdam (FT),2026-09-16,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/le-labo-sales-advisor-bijenkorf-rotterdam-ft-at-the-est%C3%A9e-lauder-companies-inc-4466512938,klantadviseur
The Lemon Consulting,,domein niet gevonden,Klantenservicemedewerker,2026-08-19,Rotterdam,8,nee,https://nl.linkedin.com/jobs/view/klantenservicemedewerker-at-the-lemon-consulting-4455401717,klantenservice medewerker
The Rent Company,,domein niet gevonden,Medewerker Klantenservice,2026-09-03,'s-Hertogenbosch,1,nee,https://nl.linkedin.com/jobs/view/medewerker-klantenservice-at-the-rent-company-4460421208,klantenservice medewerker
The Schippers Group,,domein niet gevonden,E-Commerce Specialist,2026-08-26,Hapert,1,nee,https://nl.linkedin.com/jobs/view/e-commerce-specialist-at-the-schippers-group-4457922027,e-commerce medewerker
Thuiszorg West-Brabant (TWB),,domein niet gevonden,Collega in de Thuiszorg regio Breda,2026-07-07,Breda,1,nee,https://nl.linkedin.com/jobs/view/collega-in-de-thuiszorg-regio-breda-at-twb-thuiszorg-west-brabant-4437741891,webcare medewerker
Timber and Building Supplies Holland N.V,,domein niet gevonden,Online Merchandiser,2026-09-04,Zaandam,1,nee,https://nl.linkedin.com/jobs/view/online-merchandiser-at-timber-and-building-supplies-holland-n-v-4410078937,e-commerce medewerker
ToExplore B.V.,,domein niet gevonden,COMMERCIËLE TEAMPLAYER,2026-08-28,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/commerci%C3%ABle-teamplayer-at-toexplore-b-v-4460365032,e-commerce medewerker
Tomorrowmen™,,domein niet gevonden,MARKETPLACE SPECIALIST,2026-06-12,Groningen,1,nee,https://nl.linkedin.com/jobs/view/marketplace-specialist-at-tomorrowmen%E2%84%A2-4424813927,e-commerce medewerker
Ton van Kuijk B.V.,,domein niet gevonden,Service Adviseur,2026-08-18,Alkmaar,1,nee,https://nl.linkedin.com/jobs/view/service-adviseur-at-ton-van-kuijk-b-v-4455935267,klantadviseur
