bedrijf,domein,domein_bron,functie,is_cs,datum,plaats,aantal_vacatures,al_in_pool,vacature_url,zoekterm
"Hunter Douglas, Inc.",hunterdouglasarchitectural.eu,geraden en bevestigd,Customer Service Representative,ja,2026-09-17,Boxtel,1,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-at-hunter-douglas-inc-4439193599,klantenservice medewerker
Huren.nl,huren.nl,geraden en bevestigd,Customer Success Manager,ja,2023-07-20,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-huren-nl-3668383586,webshop beheerder
Icetubs,icetubs.com,geraden en bevestigd,Webflow &amp; Shopify Developer,,2026-07-13,Amsterdam-West,1,nee,https://nl.linkedin.com/jobs/view/webflow-shopify-developer-at-icetubs-4440044522,webcare medewerker
ID-ware,id-ware.com,geraden en bevestigd,Logistiek Medewerker,,2026-09-14,Den Haag,1,nee,https://nl.linkedin.com/jobs/view/logistiek-medewerker-at-id-ware-4464773907,orderverwerking medewerker
IFF,iff-shop.com,geraden en bevestigd,Logistiek Medewerker Shipping,,2026-09-17,Tilburg,1,nee,https://nl.linkedin.com/jobs/view/logistiek-medewerker-shipping-at-iff-4459666630,logistiek medewerker webshop
IGM,igm.nl,geraden en bevestigd,Contentcoördinator,,2026-09-08,Geldermalsen,1,nee,https://nl.linkedin.com/jobs/view/contentco%C3%B6rdinator-at-igm-4439418323,content specialist webshop
Ignite,ignite.nl,geraden en bevestigd,Czech &amp; Polish Speaking Customer Support Representative (Hybrid),ja,2026-09-21,"Gent, Vlaanderen, België",2,nee,https://be.linkedin.com/jobs/view/czech-polish-speaking-customer-support-representative-hybrid-at-ignite-4468477939,klantenservice medewerker
IGO Promo NL,igopromo.nl,geraden en bevestigd,Customer Service Medewerker,ja,2026-06-04,Helmond,1,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-at-igo-promo-4393526741,klantenservice medewerker
Impact Group,impact.nl,geraden en bevestigd,Customer Service Medewerker,ja,2026-06-17,Oss,1,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-at-impact-group-4428767212,orderverwerking medewerker
Impermo,impermo.nl,geraden en bevestigd,Customer Care Professional,ja,2026-09-10,"Sint-Truiden, Vlaanderen, België",1,nee,https://be.linkedin.com/jobs/view/customer-care-professional-at-impermo-4465809198,klantenservice medewerker
Incision,incision.nl,geraden en bevestigd,Customer Success Manager – Benelux,ja,2026-09-14,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-%E2%80%93-benelux-at-incision-4438340131,customer happiness
Infento,infento.com,geraden en bevestigd,❤️✨ Online Marketeer / Growth Hacker for World's Coolest Toy Company! 🛴🚀,,2026-04-10,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/%E2%9D%A4%EF%B8%8F%E2%9C%A8-online-marketeer-growth-hacker-for-world-s-coolest-toy-company%21-%F0%9F%9B%B4%F0%9F%9A%80-at-infento-4399005602,online marketeer webshop
Inizio Engage,inizioengage.com,geraden en bevestigd,Customer Service Representative (Hybrid),ja,2026-08-26,"Vlaanderen, België",1,nee,https://be.linkedin.com/jobs/view/customer-service-representative-hybrid-at-inizio-engage-4435846179,klantenservice medewerker
Inktweb.nl,inktweb.nl,geraden en bevestigd,Customer Support,,2026-08-07,Alkmaar,7,nee,https://nl.linkedin.com/jobs/view/customer-support-at-inktweb-nl-4450703072,klantenservice medewerker
Innomotion,innomotion.eu,geraden en bevestigd,Coördinator binnendienst,,2026-08-28,Varsseveld,1,nee,https://nl.linkedin.com/jobs/view/co%C3%B6rdinator-binnendienst-at-innomotion-4460347043,orderverwerking medewerker
InShared,inshared.nl,geraden en bevestigd,Web Analytics Specialist,,2026-07-27,Leusden,1,nee,https://nl.linkedin.com/jobs/view/web-analytics-specialist-at-inshared-4445943002,webcare medewerker
Insify,insify.nl,geraden en bevestigd,Customer Support Specialist,ja,2026-09-14,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-support-specialist-at-insify-4371506602,klantenservice medewerker
Insight,insight.nl,geraden en bevestigd,Client Operations Specialist,,2026-09-16,Apeldoorn,1,nee,https://nl.linkedin.com/jobs/view/client-operations-specialist-at-insight-4450141051,orderverwerking medewerker
Instabee,instabee.com,geraden en bevestigd,Partner Success Associate,,2026-09-04,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/partner-success-associate-at-instabee-4462320033,e-commerce medewerker
Intergamma,intergamma.nl,geraden en bevestigd,Frontend ontwikkelaar,,2026-08-24,Leusden,1,nee,https://nl.linkedin.com/jobs/view/frontend-ontwikkelaar-at-intergamma-4419813509,webcare medewerker
Interieurwereld van de Belt,interieurwereld.nl,geraden en bevestigd,Verkoopmedewerker diverse afdelingen,,2026-09-21,Meppel,1,nee,https://nl.linkedin.com/jobs/view/verkoopmedewerker-diverse-afdelingen-at-interieurwereld-van-de-belt-4468770119,webshop medewerker
Intermontage,intermontage.nl,geraden en bevestigd,Marketingspecialist,,2026-06-20,Terwolde,1,nee,https://nl.linkedin.com/jobs/view/marketingspecialist-at-intermontage-bv-wanden-maatwerk-plafonds-4440980249,content specialist webshop
INTERSPORT Group,intersport.nl,geraden en bevestigd,E-COM Content Activation Manager,,2026-09-22,Amsterdam Area,1,nee,https://nl.linkedin.com/jobs/view/e-com-content-activation-manager-at-intersport-group-4463863265,content specialist webshop
Intralox,intralox.com,geraden en bevestigd,Customer Service Account Representative - Danish speaking,ja,2026-09-21,Hoofddorp,3,nee,https://nl.linkedin.com/jobs/view/customer-service-account-representative-danish-speaking-at-intralox-4463385139,customer happiness
Inventus,inventus.nl,geraden en bevestigd,Online Marketeer Medior – Senior,,2025-05-14,Hengelo,1,nee,https://nl.linkedin.com/jobs/view/online-marketeer-medior-%E2%80%93-senior-at-inventus-4229800696,online marketeer webshop
Invorderingsbedrijf,invorderingsbedrijf.nl,geraden en bevestigd,Klantenservice Medewerker,ja,2026-07-13,Den Haag,1,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-at-invorderingsbedrijf-4440044391,klantenservice medewerker
InVue,invue.com,geraden en bevestigd,Customer Support Specialist - German Speaking,ja,2026-09-04,Hoofddorp,1,nee,https://nl.linkedin.com/jobs/view/customer-support-specialist-german-speaking-at-invue-4453255708,customer service
iSpeedToLead,ispeedtolead.com,geraden en bevestigd,Customer Success Manager,ja,2026-09-01,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-ispeedtolead-4462031875,customer happiness
ista Nederland,ista.com,geraden en bevestigd,Klantenservicemedewerker,ja,2026-09-16,Schiedam,1,nee,https://nl.linkedin.com/jobs/view/klantenservicemedewerker-at-ista-nederland-b-v-4468276179,klantenservice medewerker
IT-Wizzard,itwizzard.com,geraden en bevestigd,Eerstelijns support medewerker ICT,ja,2026-09-15,Harlingen,1,nee,https://nl.linkedin.com/jobs/view/eerstelijns-support-medewerker-ict-at-it-wizzard-4467471105,webcare medewerker
Itility,itility.nl,geraden en bevestigd,Technical Content Specialist,,2026-09-16,Eindhoven,1,nee,https://nl.linkedin.com/jobs/view/technical-content-specialist-at-itility-4449007948,content specialist webshop
Jan Zandbergen Group,janzandbergen.nl,geraden en bevestigd,Online Marketeer The Meatlovers,,2026-09-06,Veenendaal,1,nee,https://nl.linkedin.com/jobs/view/online-marketeer-the-meatlovers-at-jan-zandbergen-group-4408501017,online marketeer webshop
Jansen Totaal Wonen,jansentotaalwonen.nl,geraden en bevestigd,Orderverwerker keukens,,2026-06-02,Huissen,1,nee,https://nl.linkedin.com/jobs/view/orderverwerker-keukens-at-jansen-totaal-wonen-b-v-4422362748,orderverwerking medewerker
JBT Marel,jbtmarel.com,geraden en bevestigd,"Coordinator, Customer Support",ja,2026-09-10,Boxmeer,1,nee,https://nl.linkedin.com/jobs/view/coordinator-customer-support-at-jbt-marel-4444144373,customer service
JD.COM,global.jd.com,geraden en bevestigd,Customer Service Specialist,ja,2026-09-22,Rotterdam and The Hague,2,nee,https://nl.linkedin.com/jobs/view/customer-service-specialist-at-jd-com-4414673937,klantenservice medewerker
Jobgether,jobgether.com,geraden en bevestigd,Customer Care Poker Specialist,ja,2026-09-22,Nederland,5,nee,https://nl.linkedin.com/jobs/view/customer-care-poker-specialist-at-jobgether-4468543207,customer happiness
Jobloom,jobloom.com,geraden en bevestigd,Customer care,,2026-06-26,"Waver, Wallonië, België",1,nee,https://be.linkedin.com/jobs/view/customer-care-at-jobloom-4433818529,klantenservice medewerker
JOBR.,jobr.nl,geraden en bevestigd,Commercieel medewerker,,2026-09-14,Nijmegen,1,nee,https://nl.linkedin.com/jobs/view/commercieel-medewerker-at-jobr-4467034776,orderverwerking medewerker
Joerns Healthcare bv,joerns.nl,geraden en bevestigd,Klantadviseur Zorghulpmiddelen,ja,2026-09-14,Houten,3,nee,https://nl.linkedin.com/jobs/view/klantadviseur-zorghulpmiddelen-at-joerns-healthcare-bv-4467060921,klantadviseur
Johnson Controls,johnsoncontrols.nl,geraden en bevestigd,Customer Service Employee,,2026-09-12,Enschede,1,nee,https://nl.linkedin.com/jobs/view/customer-service-employee-at-johnson-controls-4464268348,klantenservice medewerker
JouwWeb,jouwweb.nl,geraden en bevestigd,Customer Support Employee - Evening Shifts,,2026-09-18,Eindhoven,2,nee,https://nl.linkedin.com/jobs/view/customer-support-employee-evening-shifts-at-jouwweb-4469189594,webcare medewerker
Joybuy,joybuy.nl,geraden en bevestigd,Category Manager-3C,,2026-08-31,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/category-manager-3c-at-joybuy-4459217559,webshop beheerder
JR286,jr286.com,geraden en bevestigd,Customer Service Representative (International Sales),ja,2026-09-08,Hilversum,1,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-international-sales-at-jr286-4458671910,klantenservice medewerker
Just Russel,justrussel.nl,geraden en bevestigd,Customer support hero FR,,2026-08-07,"Deinze, Vlaanderen, België",1,nee,https://be.linkedin.com/jobs/view/customer-support-hero-fr-at-just-russel-4461723905,klantenservice medewerker
Justus People,justuspeople.nl,geraden en bevestigd,Customer Care Representative,ja,2026-09-14,Badhoevedorp,1,nee,https://nl.linkedin.com/jobs/view/customer-care-representative-at-justus-people-4466129270,klantenservice medewerker
Kaliber,kaliber.nl,geraden en bevestigd,Conversion &amp; Growth Specialist,,2026-09-22,Utrecht,2,nee,https://nl.linkedin.com/jobs/view/conversion-growth-specialist-at-kaliber-4470404906,webcare medewerker
Kelvion,kelvion.com,geraden en bevestigd,Manager Order Management,ja,2026-09-17,Doetinchem,2,nee,https://nl.linkedin.com/jobs/view/manager-order-management-at-kelvion-4455758980,orderverwerking
Kemkens,kemkens.nl,geraden en bevestigd,Klantadviseur,ja,2026-07-02,Oss,1,nee,https://nl.linkedin.com/jobs/view/klantadviseur-at-kemkens-4436159337,klantadviseur
KernGezond,kerngezond.nl,geraden en bevestigd,Vacature: Front Office Medewerk(st)er Lelystad – 16u (waarneming),,2026-09-03,Lelystad,1,nee,https://nl.linkedin.com/jobs/view/vacature-front-office-medewerk-st-er-lelystad-%E2%80%93-16u-waarneming-at-kerngezond-4460749394,webcare medewerker
Keter,keter.com,geraden en bevestigd,Specialist eCommerce,,2026-08-24,Rijen,2,nee,https://nl.linkedin.com/jobs/view/specialist-ecommerce-at-keter-4456862711,webcare medewerker
Keywords Studios,keywordsstudios.com,geraden en bevestigd,Customer Success Manager - Video Games - Remote,ja,2026-07-31,Nederland,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-video-games-remote-at-keywords-studios-4447524776,customer happiness
"Kibidango, Inc.",kibidango.com,geraden en bevestigd,ECマネージャー,,2026-08-05,Eindhoven,1,nee,https://nl.linkedin.com/jobs/view/ec%E3%83%9E%E3%83%8D%E3%83%BC%E3%82%B8%E3%83%A3%E3%83%BC-at-kibidango-inc-4447370247,e-commerce medewerker
KickSo,kickso.nl,geraden en bevestigd,SENIOR E-COMMERCE STRATEEG,,2026-05-18,Breda,2,nee,https://nl.linkedin.com/jobs/view/senior-e-commerce-strateeg-at-kickso-4416271656,online marketeer webshop
Kidde Global Solutions,kiddeglobalsolutions.com,geraden en bevestigd,Commercieel Medewerker Binnendienst,,2026-09-17,Weert,2,nee,https://nl.linkedin.com/jobs/view/commercieel-medewerker-binnendienst-at-kidde-global-solutions-4429855462,orderverwerking medewerker
Klap verzekeringsmakelaar,klap.com,geraden en bevestigd,Verzekeringsadviseur,,2026-09-08,Amstelveen,1,nee,https://nl.linkedin.com/jobs/view/verzekeringsadviseur-at-klap-insurance-brokers-4462299442,klantadviseur
KLG Europe,klgeurope.com,geraden en bevestigd,Key Account Representative,,2026-09-18,Venlo,3,nee,https://nl.linkedin.com/jobs/view/key-account-representative-at-klg-europe-4469147865,klantadviseur
Knivesandtools,knivesandtools.nl,geraden en bevestigd,Klantenservice medewerker e-commerce Apeldoorn (32-40 uur),ja,2026-07-17,Apeldoorn,3,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-e-commerce-apeldoorn-32-40-uur-at-knivesandtools-4441984192,klantenservice medewerker
KONE,kone.nl,geraden en bevestigd,Customer Service Agent (KDB),ja,2026-09-02,Arnhem,7,nee,https://nl.linkedin.com/jobs/view/customer-service-agent-kdb-at-kone-4434478590,klantenservice medewerker
Koopman International B.V.,koopman.nl,geraden en bevestigd,Magazijnmedewerker Amsterdam,,2026-07-09,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/magazijnmedewerker-amsterdam-at-koopman-international-b-v-4438626771,logistiek medewerker webshop
KSB Company,ksb.com:443,geraden en bevestigd,Customer Service Representative,ja,2026-05-14,"Waver, Wallonië, België",1,nee,https://be.linkedin.com/jobs/view/customer-service-representative-at-ksb-company-4411515928,klantenservice medewerker
Kwantum,kwantum.nl,geraden en bevestigd,Klantenservice medewerker (Chat),ja,2026-08-25,Tilburg,4,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-chat-at-kwantum-4445969347,support medewerker webshop
La Souris,lasouris.com,geraden en bevestigd,Customer Succes Medewerker Antwerpen,ja,2026-09-04,"Antwerpen, Vlaanderen, België",3,nee,https://be.linkedin.com/jobs/view/customer-succes-medewerker-antwerpen-at-la-souris-4463371588,klantenservice medewerker
Lamb Weston EMEA,lambweston.eu,geraden en bevestigd,Logistiek Medewerker,,2026-07-21,Kruiningen,1,nee,https://nl.linkedin.com/jobs/view/logistiek-medewerker-at-lamb-weston-emea-4402937978,logistiek medewerker webshop
Landal,landal.nl,geraden en bevestigd,Content Specialist,,2026-07-30,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/content-specialist-at-landal-4447061366,content specialist webshop
Lead Today,leadtoday.nl,geraden en bevestigd,Content Marketeer,,2026-07-10,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/content-marketeer-at-lead-today-4438335013,content specialist webshop
Ledhandel24.nl,ledhandel24.nl,geraden en bevestigd,Klantenservice medewerker (24 uur),ja,2026-08-05,Ter Apel,1,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-24-uur-at-ledhandel24-nl-4449477460,support medewerker webshop
Leen Bakker,leenbakker.nl,geraden en bevestigd,Meewerkstage E-commerce bij Kwantum,,2026-09-15,Tilburg,3,nee,https://nl.linkedin.com/jobs/view/meewerkstage-e-commerce-bij-kwantum-at-leen-bakker-4466954750,webshop beheerder
Lekkerland Nederland B.V.,lekkerland.nl,geraden en bevestigd,Webanalist,,2026-09-18,Son en Breugel,1,nee,https://nl.linkedin.com/jobs/view/webanalist-at-lekkerland-nederland-b-v-4469128135,webcare medewerker
Lely,lely.com,geraden en bevestigd,Manager Lely Store,,2026-09-03,Maassluis,1,nee,https://nl.linkedin.com/jobs/view/manager-lely-store-at-lely-4462897549,webshop beheerder
LG Electronics Benelux - Life's Good,lgelectronics.nl,geraden en bevestigd,Medewerker Salesondersteuning,,2026-08-26,Amstelveen,1,nee,https://nl.linkedin.com/jobs/view/medewerker-salesondersteuning-at-lg-electronics-benelux-4457265943,orderverwerking medewerker
Lidl Nederland,lidl.nl,geraden en bevestigd,Orderpicker distributioncenter Almere.,,2026-09-17,Almere,11,nee,https://nl.linkedin.com/jobs/view/orderpicker-distributioncenter-almere-at-lidl-nederland-4467186332,logistiek medewerker webshop
LifeGoods Group,lifegoods.nl,geraden en bevestigd,Marketplace Manager Bol,,2026-09-08,Almere,1,nee,https://nl.linkedin.com/jobs/view/marketplace-manager-bol-at-lifegoods-group-4464466402,e-commerce medewerker
Little Dutch,little-dutch.com,geraden en bevestigd,Digitaal ontwerper,,2026-09-08,Berkel en Rodenrijs,1,nee,https://nl.linkedin.com/jobs/view/digitaal-ontwerper-at-little-dutch-4463258174,support medewerker webshop
LIZY,lizy.nl,geraden en bevestigd,Customer Care Associate,,2026-08-12,"Brussel, Brussels Hoofdstedelijk Gewest, België",1,nee,https://be.linkedin.com/jobs/view/customer-care-associate-at-lizy-4448018613,klantenservice medewerker
Longchamp,longchamp.com,geraden en bevestigd,Sales Advisor,,2026-09-03,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/sales-advisor-at-longchamp-4462784881,klantadviseur
Loodgieters Veenstra,loodgieters-veenstra.nl,geraden en bevestigd,Vacature: SEO Specialist Tiel,,2026-09-02,Tiel,1,nee,https://nl.linkedin.com/jobs/view/vacature-seo-specialist-tiel-at-loodgieters-veenstra-4460976113,content specialist webshop
Loods 5,loods5.nl,geraden en bevestigd,Magazijnmedewerker / Logistiek medewerker - Loods 5 Halfweg,,2026-07-21,Halfweg,1,nee,https://nl.linkedin.com/jobs/view/magazijnmedewerker-logistiek-medewerker-loods-5-halfweg-at-loods-5-4440412118,logistiek medewerker webshop
Lucid Motors,lucidmotors.com:443,geraden en bevestigd,Customer Care Representative – German Speaking,ja,2026-07-13,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-care-representative-%E2%80%93-german-speaking-at-lucid-motors-4439415412,klantenservice medewerker
Lucid Software,lucid-software.com,geraden en bevestigd,"EMEA Customer Success Manager, Nordic Speaker",ja,2026-09-14,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/emea-customer-success-manager-nordic-speaker-at-lucid-software-4467251933,customer happiness
